,TransactionId,UserId,VisitYear,VisitMonth,VisitMode,Rating,user_continent_id,user_region_id,user_country_id,user_city_id,AttractionId,AttractionCityId,AttractionTypeId,attraction_countryid,attraction_regionid,attraction_continentid
40,111,1953,2022,5,4,4,3,13,93,2898.0,640,1,63,1,1,1
41,112,31372,2022,5,2,4,5,21,163,8888.0,640,1,63,1,1,1
42,114,35045,2022,5,2,5,3,14,101,3098.0,640,1,63,1,1,1
43,116,79488,2022,4,3,2,2,8,48,402.0,640,1,63,1,1,1
44,117,14186,2022,4,3,4,5,21,163,426.0,640,1,63,1,1,1
45,123,78554,2021,10,2,5,3,14,101,3098.0,640,1,63,1,1,1
46,124,30511,2021,11,4,5,3,14,101,3098.0,640,1,63,1,1,1
47,127,50138,2021,7,4,5,5,21,163,8652.0,640,1,63,1,1,1
48,132,83974,2020,10,5,5,4,15,109,3915.0,640,1,63,1,1,1
49,133,40006,2021,5,5,5,3,14,101,3260.0,640,1,63,1,1,1
50,136,50311,2021,1,2,4,5,21,163,337.0,640,1,63,1,1,1
51,138,56894,2021,1,2,5,4,16,115,178.0,640,1,63,1,1,1
52,141,36421,2020,12,4,5,3,14,101,3262.0,640,1,63,1,1,1
53,143,62902,2020,1,3,5,2,8,51,1847.0,640,1,63,1,1,1
54,144,61175,2020,12,2,5,3,14,101,3106.0,640,1,63,1,1,1
55,145,61849,2019,11,2,4,1,4,22,106.0,640,1,63,1,1,1
56,150,51784,2019,10,2,5,2,8,51,1443.0,640,1,63,1,1,1
57,158,61709,2019,12,2,5,5,21,163,4575.0,640,1,63,1,1,1
58,168,64920,2020,3,2,4,5,21,163,8215.0,640,1,63,1,1,1
59,170,27538,2020,4,4,5,2,8,48,545.0,640,1,63,1,1,1
60,171,27449,2019,7,3,4,3,14,101,3014.0,640,1,63,1,1,1
61,172,64392,2020,3,2,5,2,8,48,371.0,640,1,63,1,1,1
62,174,79911,2019,11,2,5,2,8,51,2036.0,640,1,63,1,1,1
63,176,55535,2020,3,2,5,5,21,163,1840.0,640,1,63,1,1,1
64,181,51283,2020,3,2,4,2,8,51,654.0,640,1,63,1,1,1
65,183,73796,2020,3,4,4,4,16,115,5589.0,640,1,63,1,1,1
66,185,21207,2020,3,4,3,5,21,163,8513.0,640,1,63,1,1,1
67,187,23868,2020,3,4,5,2,8,48,545.0,640,1,63,1,1,1
68,190,13954,2019,8,3,3,2,8,51,1282.0,640,1,63,1,1,1
69,192,55381,2019,6,4,2,5,21,163,743.0,640,1,63,1,1,1
70,194,71073,2020,3,2,5,5,21,163,8317.0,640,1,63,1,1,1
71,195,113,2020,3,2,4,5,17,125,6000.0,640,1,63,1,1,1
72,205,16816,2020,3,2,5,5,21,163,8215.0,640,1,63,1,1,1
73,206,41624,2020,3,2,5,2,8,51,1474.0,640,1,63,1,1,1
74,207,33038,2020,3,3,5,4,15,109,3979.0,640,1,63,1,1,1
75,208,46031,2020,2,5,4,2,8,48,441.0,640,1,63,1,1,1
76,211,81844,2020,3,2,5,2,8,51,1674.0,640,1,63,1,1,1
77,212,64368,2020,2,3,5,3,12,89,2625.0,640,1,63,1,1,1
78,213,51849,2020,3,4,5,5,21,163,8837.0,640,1,63,1,1,1
79,223,53252,2019,4,4,5,2,8,51,1552.0,640,1,63,1,1,1
80,224,29563,2020,3,3,5,4,16,115,5572.0,640,1,63,1,1,1
81,225,66839,2020,2,3,4,5,21,159,7536.0,640,1,63,1,1,1
82,226,42947,2020,1,2,5,5,21,163,8402.0,640,1,63,1,1,1
83,231,77269,2020,3,2,4,5,21,163,8136.0,640,1,63,1,1,1
84,232,4371,2020,3,2,5,4,15,109,1434.0,640,1,63,1,1,1
85,233,25561,2019,6,2,5,3,14,101,3013.0,640,1,63,1,1,1
86,236,16514,2020,3,2,3,5,19,145,6677.0,640,1,63,1,1,1
87,237,52730,2020,3,2,5,5,20,153,6972.0,640,1,63,1,1,1
88,238,21256,2020,3,2,5,4,16,115,5488.0,640,1,63,1,1,1
89,239,45191,2020,3,2,5,5,21,163,8221.0,640,1,63,1,1,1
90,240,81154,2020,3,2,4,2,8,48,333.0,640,1,63,1,1,1
91,241,57365,2020,3,2,4,2,8,48,576.0,640,1,63,1,1,1
92,242,85847,2020,3,3,4,3,14,101,3285.0,640,1,63,1,1,1
93,244,59810,2020,3,4,4,3,11,70,2282.0,640,1,63,1,1,1
94,246,16482,2020,1,4,5,2,8,51,1972.0,640,1,63,1,1,1
95,249,45653,2020,2,2,5,4,16,115,5671.0,640,1,63,1,1,1
96,250,70967,2020,3,5,5,3,14,101,3285.0,640,1,63,1,1,1
97,252,63138,2020,2,4,4,2,8,51,765.0,640,1,63,1,1,1
98,254,17811,2020,2,5,5,3,14,108,3667.0,640,1,63,1,1,1
99,258,10370,2020,2,5,4,3,12,86,2564.0,640,1,63,1,1,1
100,259,28567,2020,2,2,5,5,21,163,743.0,640,1,63,1,1,1
101,262,43435,2020,2,5,4,4,15,109,935.0,640,1,63,1,1,1
102,264,25621,2020,2,4,5,4,15,109,4335.0,640,1,63,1,1,1
103,266,24948,2020,2,2,5,2,8,51,1327.0,640,1,63,1,1,1
104,268,14459,2020,2,4,5,5,19,145,6651.0,640,1,63,1,1,1
105,273,57716,2020,2,4,3,4,15,109,535.0,640,1,63,1,1,1
106,278,77961,2020,2,2,5,5,21,163,1459.0,640,1,63,1,1,1
107,279,32533,2020,2,3,5,2,9,55,2225.0,640,1,63,1,1,1
108,282,8481,2020,2,2,5,4,15,109,4571.0,640,1,63,1,1,1
109,284,53690,2019,4,3,5,4,16,115,337.0,640,1,63,1,1,1
110,286,51055,2020,2,2,4,5,21,160,4011.0,640,1,63,1,1,1
111,288,62791,2020,2,2,3,5,21,163,1396.0,640,1,63,1,1,1
112,290,23746,2020,2,2,5,5,21,163,1633.0,640,1,63,1,1,1
113,293,46065,2020,2,2,4,2,9,54,2209.0,640,1,63,1,1,1
114,297,58995,2020,1,3,5,4,15,109,1434.0,640,1,63,1,1,1
115,298,75223,2020,2,2,5,4,15,109,4646.0,640,1,63,1,1,1
116,300,11099,2020,2,2,5,5,21,163,780.0,640,1,63,1,1,1
117,308,39393,2020,2,2,5,2,8,48,545.0,640,1,63,1,1,1
118,309,4453,2020,2,2,5,5,19,144,6609.0,640,1,63,1,1,1
119,310,53132,2020,2,2,3,4,15,109,2111.0,640,1,63,1,1,1
120,312,34227,2020,2,2,5,5,21,163,7977.0,640,1,63,1,1,1
121,313,18600,2020,2,4,4,5,21,163,426.0,640,1,63,1,1,1
122,314,78886,2020,1,3,5,4,15,109,1434.0,640,1,63,1,1,1
123,315,18325,2020,2,4,1,3,11,69,2282.0,640,1,63,1,1,1
124,316,30475,2020,2,5,5,2,8,48,441.0,640,1,63,1,1,1
125,320,51292,2020,2,2,4,5,21,163,8688.0,640,1,63,1,1,1
126,321,74902,2020,2,2,2,5,21,163,8314.0,640,1,63,1,1,1
127,325,30233,2020,2,4,5,5,17,127,6062.0,640,1,63,1,1,1
128,328,42707,2020,2,2,4,2,8,51,859.0,640,1,63,1,1,1
129,330,25682,2020,2,2,5,2,8,48,384.0,640,1,63,1,1,1
130,331,38154,2019,5,4,5,5,19,142,6544.0,640,1,63,1,1,1
131,333,44234,2020,2,5,5,2,8,50,616.0,640,1,63,1,1,1
132,334,22217,2020,2,4,5,2,8,51,682.0,640,1,63,1,1,1
133,338,12892,2020,2,2,5,2,8,51,1320.0,640,1,63,1,1,1
134,339,47829,2020,1,2,5,5,21,163,8315.0,640,1,63,1,1,1
135,344,21300,2020,2,4,2,3,14,101,3013.0,640,1,63,1,1,1
136,345,17884,2019,10,4,5,5,21,163,426.0,640,1,63,1,1,1
137,346,53500,2020,2,5,4,3,14,107,3567.0,640,1,63,1,1,1
138,347,76106,2020,2,3,5,5,21,163,386.0,640,1,63,1,1,1
139,348,47053,2020,2,4,5,4,15,109,3687.0,640,1,63,1,1,1
140,349,85394,2019,3,3,4,4,16,115,5556.0,640,1,63,1,1,1
141,351,87911,2020,1,2,5,2,8,51,1552.0,640,1,63,1,1,1
142,353,75196,2020,1,3,3,5,17,122,5748.0,640,1,63,1,1,1
143,354,85613,2020,1,3,5,4,15,109,1434.0,640,1,63,1,1,1
144,361,9756,2020,1,5,3,4,15,109,3687.0,640,1,63,1,1,1
145,365,85188,2020,1,4,4,3,14,101,3285.0,640,1,63,1,1,1
146,368,21447,2020,1,4,4,5,21,163,426.0,640,1,63,1,1,1
147,370,70281,2020,1,2,5,5,21,163,8513.0,640,1,63,1,1,1
148,371,68787,2020,1,2,5,2,8,51,2024.0,640,1,63,1,1,1
149,373,4179,2020,1,3,4,3,13,93,2670.0,640,1,63,1,1,1
150,374,58932,2020,1,2,5,5,21,163,8449.0,640,1,63,1,1,1
151,376,5021,2020,1,4,4,4,15,109,1434.0,640,1,63,1,1,1
152,379,82983,2020,1,5,4,4,15,109,3750.0,640,1,63,1,1,1
153,386,19681,2020,1,3,3,4,15,109,535.0,640,1,63,1,1,1
154,387,23890,2020,1,3,3,5,19,141,6424.0,640,1,63,1,1,1
155,389,75107,2020,1,2,5,2,8,51,1267.0,640,1,63,1,1,1
156,391,20362,2020,1,2,5,5,21,163,1396.0,640,1,63,1,1,1
157,392,48488,2020,1,5,5,4,15,109,1434.0,640,1,63,1,1,1
158,393,39504,2020,1,2,5,3,14,105,3458.0,640,1,63,1,1,1
159,397,34060,2020,1,3,5,3,14,101,3140.0,640,1,63,1,1,1
160,398,6355,2020,1,4,5,1,3,15,69.0,640,1,63,1,1,1
161,403,52542,2020,1,3,5,4,15,109,3812.0,640,1,63,1,1,1
162,404,58772,2020,1,2,5,1,3,14,57.0,640,1,63,1,1,1
163,405,58750,2020,1,4,5,3,14,108,3671.0,640,1,63,1,1,1
164,409,46971,2020,1,2,5,2,8,48,26.0,640,1,63,1,1,1
165,410,17018,2020,1,3,5,5,21,163,426.0,640,1,63,1,1,1
166,411,73591,2020,1,2,4,2,8,48,441.0,640,1,63,1,1,1
167,414,44572,2019,12,3,3,3,13,93,2690.0,640,1,63,1,1,1
168,415,73334,2020,1,5,5,3,13,94,2934.0,640,1,63,1,1,1
169,416,55962,2020,1,2,1,2,8,51,1674.0,640,1,63,1,1,1
170,417,21235,2020,1,4,5,5,21,163,972.0,640,1,63,1,1,1
171,421,78327,2020,1,2,4,5,20,157,7080.0,640,1,63,1,1,1
172,422,85955,2020,1,4,5,2,8,48,554.0,640,1,63,1,1,1
173,423,48535,2020,1,3,4,2,8,48,402.0,640,1,63,1,1,1
174,424,79458,2020,1,2,5,2,9,54,2189.0,640,1,63,1,1,1
175,428,58461,2020,1,2,4,3,13,93,2708.0,640,1,63,1,1,1
176,429,85351,2020,1,3,5,4,15,109,1434.0,640,1,63,1,1,1
177,430,87932,2020,1,2,5,3,14,107,3567.0,640,1,63,1,1,1
178,431,47662,2020,1,2,5,5,21,163,426.0,640,1,63,1,1,1
179,433,6464,2019,12,3,4,4,15,109,3687.0,640,1,63,1,1,1
180,436,54547,2019,12,2,4,5,20,157,7097.0,640,1,63,1,1,1
181,439,48254,2020,1,3,5,4,15,109,4118.0,640,1,63,1,1,1
182,442,31313,2019,12,4,5,3,14,101,3140.0,640,1,63,1,1,1
183,443,64200,2020,1,3,5,2,8,50,611.0,640,1,63,1,1,1
184,444,47878,2020,1,3,5,4,15,109,5283.0,640,1,63,1,1,1
185,445,76383,2020,1,2,3,4,15,109,4940.0,640,1,63,1,1,1
186,447,69047,2020,1,2,4,4,15,109,3786.0,640,1,63,1,1,1
187,448,4704,2020,1,2,3,4,16,115,5506.0,640,1,63,1,1,1
188,449,60786,2019,11,2,4,4,15,109,535.0,640,1,63,1,1,1
189,450,11567,2019,12,3,5,3,14,106,3551.0,640,1,63,1,1,1
190,452,9721,2020,1,4,5,5,21,163,8842.0,640,1,63,1,1,1
191,453,81917,2020,1,2,5,5,21,163,8905.0,640,1,63,1,1,1
192,455,74047,2020,1,3,5,5,21,163,743.0,640,1,63,1,1,1
193,456,35064,2019,12,2,3,1,4,22,136.0,640,1,63,1,1,1
194,457,16210,2019,12,2,4,4,15,109,1275.0,640,1,63,1,1,1
195,458,34475,2020,1,3,5,1,4,22,114.0,640,1,63,1,1,1
196,461,35014,2019,8,3,5,3,12,80,2534.0,640,1,63,1,1,1
197,465,32271,2019,12,4,5,5,17,133,6175.0,640,1,63,1,1,1
198,466,51045,2020,1,3,5,3,14,107,3577.0,640,1,63,1,1,1
199,467,61162,2020,1,5,2,3,12,89,2623.0,640,1,63,1,1,1
200,468,82738,2019,10,4,5,5,21,163,1396.0,640,1,63,1,1,1
201,469,48073,2020,1,2,3,4,16,115,5487.0,640,1,63,1,1,1
202,472,31427,2020,1,3,4,5,18,139,1497.0,640,1,63,1,1,1
203,473,30811,2020,1,4,5,5,19,145,6689.0,640,1,63,1,1,1
204,474,66675,2020,1,4,5,5,20,155,7017.0,640,1,63,1,1,1
205,475,44748,2019,12,2,5,4,15,109,4637.0,640,1,63,1,1,1
206,478,18295,2020,1,4,4,4,15,109,1434.0,640,1,63,1,1,1
207,479,37703,2020,1,4,4,2,9,54,2168.0,640,1,63,1,1,1
208,480,3850,2020,1,5,5,5,21,163,1396.0,640,1,63,1,1,1
209,484,61329,2019,12,2,5,1,4,22,106.0,640,1,63,1,1,1
210,486,18016,2020,1,2,5,3,12,88,2604.0,640,1,63,1,1,1
211,487,742,2020,1,2,5,5,21,163,1346.0,640,1,63,1,1,1
212,488,71542,2019,12,2,5,4,16,115,5487.0,640,1,63,1,1,1
213,489,57489,2020,1,3,5,4,15,109,1434.0,640,1,63,1,1,1
214,490,22601,2019,12,2,4,3,11,71,2377.0,640,1,63,1,1,1
215,491,87646,2019,4,5,5,5,21,163,8243.0,640,1,63,1,1,1
216,492,57409,2019,12,3,5,5,20,151,6813.0,640,1,63,1,1,1
217,495,75883,2020,1,4,5,5,19,141,6429.0,640,1,63,1,1,1
218,497,35029,2019,12,4,5,2,8,51,2127.0,640,1,63,1,1,1
219,498,60491,2020,1,5,5,3,13,93,2905.0,640,1,63,1,1,1
220,503,22981,2019,12,4,5,4,15,109,4303.0,640,1,63,1,1,1
221,504,34788,2019,12,3,5,3,12,76,2488.0,640,1,63,1,1,1
222,508,8357,2019,12,3,4,4,15,109,3973.0,640,1,63,1,1,1
223,511,25551,2020,1,3,3,4,15,109,5272.0,640,1,63,1,1,1
224,514,46084,2019,12,2,5,4,15,109,3974.0,640,1,63,1,1,1
225,515,81818,2019,12,3,5,5,21,163,8137.0,640,1,63,1,1,1
226,516,10917,2019,12,2,5,3,11,69,2311.0,640,1,63,1,1,1
227,518,9849,2019,12,5,5,2,8,48,554.0,640,1,63,1,1,1
228,521,30762,2019,12,3,5,4,15,109,4622.0,640,1,63,1,1,1
229,524,33532,2019,12,4,5,3,14,101,3013.0,640,1,63,1,1,1
230,525,20406,2019,12,3,5,3,14,103,3381.0,640,1,63,1,1,1
231,526,67711,2019,12,5,5,4,15,109,3915.0,640,1,63,1,1,1
232,530,54951,2019,12,3,5,4,15,109,535.0,640,1,63,1,1,1
233,532,1258,2019,12,3,4,5,21,158,7214.0,640,1,63,1,1,1
234,534,80378,2019,12,2,5,3,11,69,2279.0,640,1,63,1,1,1
235,535,16901,2019,12,2,5,2,8,51,1930.0,640,1,63,1,1,1
236,536,27887,2019,12,2,3,4,15,109,1434.0,640,1,63,1,1,1
237,537,26893,2019,12,3,3,1,2,9,32.0,640,1,63,1,1,1
238,538,6137,2019,12,2,5,4,15,109,3915.0,640,1,63,1,1,1
239,541,52293,2019,12,4,3,3,11,69,863.0,640,1,63,1,1,1
240,542,68257,2019,12,3,4,5,17,131,6136.0,640,1,63,1,1,1
241,543,43688,2019,12,3,5,5,21,163,8534.0,640,1,63,1,1,1
242,544,37159,2019,12,3,3,3,13,93,2893.0,640,1,63,1,1,1
243,546,13815,2019,12,2,4,5,17,121,2043.0,640,1,63,1,1,1
244,549,15747,2019,12,2,4,1,4,22,114.0,640,1,63,1,1,1
245,550,83027,2019,12,3,4,3,14,106,3551.0,640,1,63,1,1,1
246,551,61967,2019,12,3,5,3,14,108,3667.0,640,1,63,1,1,1
247,552,43397,2019,12,2,4,3,14,106,3551.0,640,1,63,1,1,1
248,553,62162,2019,12,2,3,3,14,106,3551.0,640,1,63,1,1,1
249,554,46106,2019,12,2,4,4,15,109,5135.0,640,1,63,1,1,1
250,555,67109,2019,12,2,4,5,17,131,6129.0,640,1,63,1,1,1
251,556,52528,2019,12,2,5,5,19,141,6424.0,640,1,63,1,1,1
252,557,22907,2019,12,4,5,2,8,48,545.0,640,1,63,1,1,1
253,558,37425,2019,12,5,5,5,17,121,2043.0,640,1,63,1,1,1
254,559,41203,2019,12,2,5,5,21,163,1396.0,640,1,63,1,1,1
255,562,20065,2019,12,2,5,4,15,109,535.0,640,1,63,1,1,1
256,563,73245,2019,12,3,5,1,2,6,18.0,640,1,63,1,1,1
257,565,73646,2019,12,5,4,5,21,163,337.0,640,1,63,1,1,1
258,568,84875,2019,12,3,4,4,16,115,5516.0,640,1,63,1,1,1
259,570,23629,2019,12,3,4,3,14,106,3551.0,640,1,63,1,1,1
260,573,30759,2019,12,3,3,4,15,109,4287.0,640,1,63,1,1,1
261,575,1684,2019,12,4,4,5,20,148,6740.0,640,1,63,1,1,1
262,576,68604,2019,12,2,5,3,14,105,3503.0,640,1,63,1,1,1
263,579,58348,2019,12,2,5,3,14,101,3098.0,640,1,63,1,1,1
264,580,54465,2019,12,4,5,5,19,144,6567.0,640,1,63,1,1,1
265,581,75591,2019,12,2,4,5,19,145,6714.0,640,1,63,1,1,1
266,583,61160,2019,11,3,4,4,15,109,535.0,640,1,63,1,1,1
267,587,19406,2019,12,2,4,5,21,163,337.0,640,1,63,1,1,1
268,588,69671,2019,12,2,4,2,8,48,384.0,640,1,63,1,1,1
269,591,88159,2019,12,2,4,5,21,163,8423.0,640,1,63,1,1,1
270,592,46158,2019,12,3,5,4,15,109,4303.0,640,1,63,1,1,1
271,594,65716,2019,12,3,5,3,12,86,2564.0,640,1,63,1,1,1
272,598,26929,2019,12,2,5,3,14,105,3477.0,640,1,63,1,1,1
273,602,19138,2019,11,2,5,2,8,51,785.0,640,1,63,1,1,1
274,604,54930,2019,12,2,5,2,8,51,453.0,640,1,63,1,1,1
275,605,22292,2019,12,5,5,5,21,162,7868.0,640,1,63,1,1,1
276,608,61847,2019,12,2,4,4,15,109,3915.0,640,1,63,1,1,1
277,611,39638,2019,12,2,5,5,21,163,8112.0,640,1,63,1,1,1
278,612,75270,2019,12,2,5,5,21,163,521.0,640,1,63,1,1,1
279,614,81565,2019,12,2,5,5,21,163,8995.0,640,1,63,1,1,1
280,615,1286,2019,11,4,4,4,15,109,4159.0,640,1,63,1,1,1
281,617,21885,2019,12,3,3,4,15,109,535.0,640,1,63,1,1,1
282,618,59594,2019,12,2,4,5,21,162,7858.0,640,1,63,1,1,1
283,623,54832,2019,12,2,5,2,8,48,520.0,640,1,63,1,1,1
284,625,62637,2019,12,5,4,5,19,145,6642.0,640,1,63,1,1,1
285,626,66466,2019,12,3,4,4,15,109,935.0,640,1,63,1,1,1
286,627,12514,2019,12,3,5,4,15,109,4305.0,640,1,63,1,1,1
287,628,26721,2019,12,2,3,5,21,163,8652.0,640,1,63,1,1,1
288,629,57888,2019,12,2,5,2,8,51,1376.0,640,1,63,1,1,1
289,631,59214,2019,12,5,5,2,8,48,545.0,640,1,63,1,1,1
290,634,16818,2019,12,3,5,4,15,109,1434.0,640,1,63,1,1,1
291,635,35966,2019,12,4,4,4,15,109,1434.0,640,1,63,1,1,1
292,637,43752,2019,12,3,4,2,8,51,1724.0,640,1,63,1,1,1
293,638,25167,2019,12,3,5,4,15,109,4940.0,640,1,63,1,1,1
294,640,17509,2019,12,4,5,2,8,48,338.0,640,1,63,1,1,1
295,641,12493,2019,12,2,4,3,13,93,2819.0,640,1,63,1,1,1
296,642,50006,2019,2,3,5,4,16,115,5487.0,640,1,63,1,1,1
297,645,59886,2019,11,4,4,1,4,22,107.0,640,1,63,1,1,1
298,648,88096,2019,12,2,5,4,15,109,4940.0,640,1,63,1,1,1
299,650,86495,2019,11,4,5,3,14,107,3567.0,640,1,63,1,1,1
300,651,71335,2019,10,4,5,2,8,51,1551.0,640,1,63,1,1,1
301,652,43469,2019,12,2,4,2,8,51,869.0,640,1,63,1,1,1
302,653,62902,2019,9,2,5,2,8,51,1847.0,640,1,63,1,1,1
303,655,842,2019,11,2,4,2,8,51,698.0,640,1,63,1,1,1
304,656,79806,2019,11,2,5,5,21,163,426.0,640,1,63,1,1,1
305,659,79106,2019,11,2,5,2,8,51,1018.0,640,1,63,1,1,1
306,662,40004,2019,8,2,5,2,8,51,1631.0,640,1,63,1,1,1
307,663,38965,2019,11,2,4,5,21,163,8258.0,640,1,63,1,1,1
308,664,57241,2019,11,2,4,5,21,163,8317.0,640,1,63,1,1,1
309,665,83593,2019,11,5,4,5,21,163,426.0,640,1,63,1,1,1
310,670,51833,2019,11,2,4,1,4,22,106.0,640,1,63,1,1,1
311,674,45575,2019,10,2,5,3,14,103,3350.0,640,1,63,1,1,1
312,676,83403,2019,11,4,3,5,18,138,693.0,640,1,63,1,1,1
313,678,21800,2019,11,2,5,5,21,160,1229.0,640,1,63,1,1,1
314,679,40371,2019,11,2,5,3,12,76,2479.0,640,1,63,1,1,1
315,680,33602,2019,11,2,5,3,14,108,3667.0,640,1,63,1,1,1
316,683,80509,2019,11,3,5,3,12,89,2617.0,640,1,63,1,1,1
317,687,21032,2019,11,2,5,1,4,22,107.0,640,1,63,1,1,1
318,688,43991,2019,11,4,5,5,20,151,2035.0,640,1,63,1,1,1
319,690,20101,2019,11,2,5,5,21,163,426.0,640,1,63,1,1,1
320,692,21002,2019,11,5,4,2,8,48,554.0,640,1,63,1,1,1
321,695,66976,2019,11,4,5,2,8,51,1376.0,640,1,63,1,1,1
322,696,28784,2019,11,3,5,4,15,109,5206.0,640,1,63,1,1,1
323,698,42092,2019,11,4,5,4,15,109,4940.0,640,1,63,1,1,1
324,706,47891,2019,10,4,5,3,12,89,2617.0,640,1,63,1,1,1
325,707,53973,2019,11,2,4,5,20,157,7163.0,640,1,63,1,1,1
326,711,75059,2019,11,2,5,5,21,163,426.0,640,1,63,1,1,1
327,715,20317,2019,11,2,5,5,21,163,781.0,640,1,63,1,1,1
328,716,76909,2019,11,2,5,5,21,163,8355.0,640,1,63,1,1,1
329,721,86520,2019,11,3,4,4,15,109,3801.0,640,1,63,1,1,1
330,724,69256,2019,8,3,4,3,13,93,2856.0,640,1,63,1,1,1
331,726,43343,2019,11,4,5,4,15,109,3915.0,640,1,63,1,1,1
332,727,36630,2019,11,3,5,5,21,163,8070.0,640,1,63,1,1,1
333,728,46043,2019,11,4,5,2,8,51,1470.0,640,1,63,1,1,1
334,732,85645,2019,11,2,5,3,14,107,3567.0,640,1,63,1,1,1
335,734,6578,2019,11,4,5,2,8,50,602.0,640,1,63,1,1,1
336,735,59262,2019,11,2,4,5,17,125,5824.0,640,1,63,1,1,1
337,737,2322,2019,11,4,4,5,20,150,6778.0,640,1,63,1,1,1
338,739,59472,2019,11,4,3,3,12,89,2623.0,640,1,63,1,1,1
339,743,22780,2019,11,4,5,2,8,48,554.0,640,1,63,1,1,1
340,744,86490,2019,11,2,4,2,8,48,489.0,640,1,63,1,1,1
341,746,33842,2019,11,2,5,2,8,48,339.0,640,1,63,1,1,1
342,748,38379,2019,11,2,4,4,15,109,1434.0,640,1,63,1,1,1
343,750,48560,2019,11,4,4,2,8,51,1847.0,640,1,63,1,1,1
344,751,77923,2019,10,3,1,3,14,101,3071.0,640,1,63,1,1,1
345,752,38836,2019,11,2,4,5,21,163,743.0,640,1,63,1,1,1
346,754,38110,2019,11,2,5,4,15,109,1434.0,640,1,63,1,1,1
347,755,15549,2019,11,4,5,5,21,163,426.0,640,1,63,1,1,1
348,757,36219,2019,11,2,5,4,15,109,3915.0,640,1,63,1,1,1
349,758,14472,2019,11,4,5,5,18,139,6369.0,640,1,63,1,1,1
350,759,28964,2019,11,3,3,5,21,160,968.0,640,1,63,1,1,1
351,760,23832,2019,11,4,4,2,8,51,1552.0,640,1,63,1,1,1
352,761,38620,2019,11,2,5,4,15,109,3915.0,640,1,63,1,1,1
353,766,39924,2019,11,4,5,3,12,88,2604.0,640,1,63,1,1,1
354,767,58141,2019,10,2,5,5,21,163,426.0,640,1,63,1,1,1
355,769,77358,2019,11,2,4,5,20,155,7023.0,640,1,63,1,1,1
